entities,entity counts,entity label
4-aminoquinolines,2,not determined
mol013443,2,not determined
chictr2000030262,2,not determined
mol000519,2,not determined
homoharringtonine,2,not determined
cid 1070884,1,not determined
cid 1207786,1,not determined
remidisvir,1,not determined
bangdiwala as,1,not determined
hcovs-229e,1,not determined
tjipanazole,1,not determined
mtici2b-3,1,not determined
hcq- azm,1,not determined
clinicaltrials.gov nct04335123 nct04311177 nct04312009,1,not determined
isobavachalcone,1,not determined
crd42020186996,1,not determined
mdr504 hace2-fc,1,not determined
eucapsitrione,1,not determined
mdr504,1,not determined
cryptophycin 1,1,not determined
tolyporphin,1,not determined
lopinivir,1,not determined
rinazine,1,not determined
artemisinin-piperaquine,1,not determined
trialswebsite,1,not determined
pao2/fio2 < 100,1,not determined
zaleplon.pregnancy.breastfeeding.history,1,not determined
racemic epinephrine,1,not determined
umbelliprenin,1,not determined
hydroxychloroquine phosphate/sulfate,1,not determined
hads-d,1,not determined
crd42020180875,1,not determined
praeruptorin e,1,not determined
hcq-no az,1,not determined
arthritis.insulin,1,not determined
amiodarone.hereditary,1,not determined
circadin,1,not determined
(hs)-troponin,1,not determined
famotidine or cimetidine,1,not determined
ang ii-at1r,1,not determined
retionavir,1,not determined
protocol aaas9924,1,not determined
17apr2020,1,not determined
pubchem 23727975,1,not determined
lactogenic hormone,1,not determined
mm-pbsa-wsas.<sup>2-4</sup>,1,not determined
<sup>1</sup> i,1,not determined
monitoring.•otelemedicine,1,not determined
ambroxol hydrochloride,1,not determined
fluoroquinolones,1,not determined
glycosphingolipids,1,not determined
compstatin,1,not determined
bisbenzylisoquinoline,1,not determined
2oiknwl,1,not determined
crd42020191877,1,not determined
celecoxib diclofenac,1,not determined
crd42020199805,1,not determined
phytocannabinoids,1,not determined
(+)-syringaresinol-o-beta-d-glucoside,1,not determined
fluorine 18-fluorodeoxyglucose,1,not determined
nationaalborstkankeroverleg,1,not determined
oxygena-tion,1,not determined
d4-hcq,1,not determined
di-desethylchloroquine,1,not determined
crd42020200894,1,not determined
octaplas,1,not determined
gse1739,1,not determined
gse33267,1,not determined
kazinol-a,1,not determined
nigellimine,1,not determined
zn2+,1,not determined
pdb-id 6lu7,1,not determined
drivers-pressures-state,1,not determined
redaciclovir,1,not determined
neuro-immune,1,not determined
silicone hydrotamps,1,not determined
eudract 2020-001736-95,1,not determined
trial.5.median,1,not determined
gababr,1,not determined
nct04333420,1,not determined
lopinavir(200mg),1,not determined
glcm entropy_angle 90_offset4,1,not determined
hydroxyloroquine,1,not determined
cadambine,1,not determined
speciophylline,1,not determined
reninangiotensin-aldosterone,1,not determined
crd42020177953,1,not determined
cinahl plus,1,not determined
bedside echocardiogram,1,not determined
eupas35296,1,not determined
lopinavir/ritonavir(lpv/r),1,not determined
crd42020195794,1,not determined
lopinavir/ ritonavir,1,not determined
viruxide,1,not determined
crd42020167038,1,not determined
c1inh,1,not determined
1-diphenyl-2-picryl hydrazil,1,not determined
crd42020200883,1,not determined
des-arg9-bradykinin,1,not determined
do-not-intubate,1,not determined
nct04276688,1,not determined
azithryomycin,1,not determined
eupas34399,1,not determined
glycopeptides,1,not determined
crd42020177243,1,not determined
isrctn13694948,1,not determined
mpro-n3,1,not determined
fevipiravir,1,not determined
hinokiol,1,not determined
tetra-o-galloyl-β-d-glucose,1,not determined
saikosaponin b2,1,not determined
"hcov-oc43, hcov-hku115",1,not determined
fumerates,1,not determined
sphinogosine-1p,1,not determined
clinicaltrials.gov nct03042143,1,not determined
cinchona alkaloids,1,not determined
gloves.➤loose,1,not determined
crd42020199508,1,not determined
reduced-graphene-oxide,1,not determined
crd42020214223 ethics,1,not determined
noscapine-hydroxychloroquine,1,not determined
favlplravir,1,not determined
mechanics-generalized-born,1,not determined
abtracetogether,1,not determined
nct04333589,1,not determined
morphomycodyl esters,1,not determined
favipiravir trial,1,not determined
crd42020185764,1,not determined
isrctn,1,not determined
isrctn95933274,1,not determined
rivabirin,1,not determined
"favipiravir, 3 of remdesivir",1,not determined
methisazone,1,not determined
abt450,1,not determined
cgp42112a,1,not determined
l-canavanine,1,not determined
uzarin,1,not determined
hypoxoside,1,not determined
monophosphoramidate,1,not determined
liposomal amphotericin b,1,not determined
tonavir,1,not determined
corticosteroids+,1,not determined
tegobuvir,1,not determined
rdrp_emblicanin a,1,not determined
mimusopic acid,1,not determined
angiotensinaldosterone,1,not determined
mpro_mulberroside e,1,not determined
phyto-molecules- mulberroside-a,1,not determined
emetine dihydrochloride hydrate,1,not determined
pristimerin,1,not determined
"berbamine, 4`-hydroxychalcone",1,not determined
monensin sodium,1,not determined
rdrp_remdesivir,1,not determined
emblicanin a,1,not determined
nimbolide,1,not determined
ag-g-pmo,1,not determined
ravipiravir,1,not determined
ctla4-ig,1,not determined
lopinavir / ritonavir,1,not determined
monophosphoramidate adenosine,1,not determined
mpro_darunavir,1,not determined
andrographolides,1,not determined
anolignans,1,not determined
nct04395105,1,not determined
"6-fluor-3-oxo-3,4-dihydro-2-pyrazincarboxamid",1,not determined
yomecorono,1,not determined
remdesavir,1,not determined
arginine‑ascorbate,1,not determined
adeflavin,1,not determined
7-methoxy-2-methyl isoflavone,1,not determined
tzds,1,not determined
acetazolamine,1,not determined
5-methyl-1-phenyl-2-[1h]-pyridone,1,not determined
ssaa09e2,1,not determined
nct04393246,1,not determined
"7-chloro-n-[5-(diethylamino)pentan-2-yl]quinolin-4-amine (chloroquine),n-[[4-(4-methylpiperazin-1-yl)phenyl]methyl]-1,2-oxazole-5-carboxamide n-[[4-(4-methylpiperazin-1-yl)phenyl]methyl]-1,2-oxazole-5-carboxamide",1,not determined
crd42020190118,1,not determined
(pao2 /fio2 ),1,not determined
omega-3 pufas,1,not determined
arbidiol hydrochloride,1,not determined
"3,3-dimethyl-n-[4-(1-piperidinylcarbonyl) phenyl] butanamide",1,not determined
"(2 s)-n-[(2s,4s, 5s)-5-[[2-(2,6-dimethylphenoxy)acetyl]amino]-4-hydroxy-1,6-diphenylhexan-2-yl]-3-methyl-2-(2-oxo-1,3-diazinan-1-yl)butanamide",1,not determined
methyl-xanthine,1,not determined
n_sarbeco qpcr,1,not determined
[6900-13 800] vs 5500,1,not determined
crd42020199410,1,not determined
epoxyeicosatrienoic acids,1,not determined
isoenzyme-mb,1,not determined
n-substituted isatin,1,not determined
saquinvir,1,not determined
ala285,1,not determined
crd42020206889,1,not determined
6ohda,1,not determined
carrimycin,1,not determined
damageprevir,1,not determined
taltegravir,1,not determined
crd42020182067,1,not determined
"1-, 2-, 3- and 5-mpro complexes",1,not determined
dpp-4i,1,not determined
allosteric sars-cov-2 s,1,not determined
nct04521309,1,not determined
bisdesethylchloroquine,1,not determined
harpagide 5-o-β-d-glucopyranoside,1,not determined
actrn12620000478910,1,not determined
gv971,1,not determined
nct0445659,1,not determined
(pseudo)-heparin,1,not determined
h207,1,not determined
crd42020190757,1,not determined
cid44271905,1,not determined
nct04326920,1,not determined
theophylinnes,1,not determined
[des-arg9]-bk,1,not determined
psychinfo,1,not determined
hesperidinin,1,not determined
manganese dipyridoxyl diphosphate-mndpdp,1,not determined
manganese superoxide,1,not determined
manganese dipyridoxyl ethyldiamine (mnpled)-type mangafodipir,1,not determined
stichtingwerkgroepantibioticabeleid,1,not determined
crd42020181336,1,not determined
deoxyhemoglobin,1,not determined
sbi0206965,1,not determined
crd42020182044,1,not determined
slc19a2gene,1,not determined
remdesvir,1,not determined
chictr2000030164,1,not determined
cov201004 trial,1,not determined
dexa-covid19,1,not determined
hyperimmune reactions.the,1,not determined
ai145356,1,not determined
covid-19.methodsthus,1,not determined
ai152318,1,not determined
ai152078,1,not determined
cyclic guanylate monophosphate,1,not determined
mostafa t,1,not determined
7β-hydroxycholesterol,1,not determined
24-hydroxycholesterol,1,not determined
25-hydroxycholesterol,1,not determined
propensity-score-matched 84,1,not determined
chromones,1,not determined
nct04315948 eudra-ct 2020-000936-23,1,not determined
4-amonoquinoline,1,not determined
nct04410562,1,not determined
covid-19 helplines,1,not determined
crd42020179095,1,not determined
n-acetyl methionine,1,not determined
hydroxchloroquine,1,not determined
oligomets,1,not determined
"dehydrogenase,d-dimer,alanine",1,not determined
helplines,1,not determined
chloramines,1,not determined
sodium dichloro isocyanurate,1,not determined
benzalconium chloride,1,not determined
avaccine,1,not determined
azithromycin.aim,1,not determined
azvudine,1,not determined
covid-19 superinfection.•in,1,not determined
sars-cov-2 3clpro,1,not determined
liponavir,1,not determined
broussoflavonol f,1,not determined
5-aminosalycylates,1,not determined
crd42020191086,1,not determined
euroqol 5-dimensions,1,not determined
crd42020204417,1,not determined
5-acetamido-2-methyl-n-[(1r)-1-naphthalen-1-ylethyl]benzamide,1,not determined
tiryaqe azam,1,not determined
amraz-e-wabai,1,not determined
pvsqf,1,not determined
crd42020211910,1,not determined
mercaptalbumin,1,not determined
intra-retinal,1,not determined
lactococcin gb,1,not determined
curvacin a,1,not determined
sakacin p,1,not determined
gse67036,1,not determined
covid-19 zones,1,not determined
crd42020167205,1,not determined
crd42020189494,1,not determined
o/e,1,not determined
justicidin d,1,not determined
glycyrrhetic acid,1,not determined
curine,1,not determined
fexofenadine acetate,1,not determined
ethamidindole,1,not determined
favipravir,1,not determined
hydroxychloroquine-sulphate,1,not determined
nct04381936,1,not determined
n-desmethylselegiline,1,not determined
curcumenol,1,not determined
rtcs,1,not determined
nct04359654,1,not determined
nct04355364,1,not determined
sulfamonomethoxine,1,not determined
roacteram,1,not determined
hyroxychloroquine,1,not determined
1 744 704 covid-19-diagnosed,1,not determined
pan-echinocandin,1,not determined
6-o-caffeoylarbutin,1,not determined
vitexfolin a,1,not determined
calceolarioside b,1,not determined
hydroxychloroquine-(daily),1,not determined
hydroxychloroquine-(weekly),1,not determined
hydroxychloroquine-identical,1,not determined
ala558,1,not determined
plantaricin bn,1,not determined
tb-high-burden,1,not determined
plantaricin d,1,not determined
crd42020178787,1,not determined
crd42020175594,1,not determined
β-( s -2-oxopyrrolidin-3-yl)-alaninal,1,not determined
nefamostate mesylate,1,not determined
pseudo-pernio,1,not determined
β-lactams,1,not determined
orbidol,1,not determined
gasdermin,1,not determined
crd42020176589,1,not determined
yj0120,1,not determined
crd42020179205,1,not determined
remedsivir,1,not determined
dolutegravir ritonavir,1,not determined
lomibuvir,1,not determined
trialkylsulfonium,1,not determined
o2(fio2),1,not determined
ctdivol,1,not determined
crd42020183736,1,not determined
cryptotanshinone,1,not determined
(h)cq,1,not determined
polysterene,1,not determined
2-oxo-1h-pyrazine-3-carboxamide,1,not determined
perphanizine,1,not determined
n4-hydroxycytidine,1,not determined
aloxistatin,1,not determined
methylpredinosolone,1,not determined
iguesterin,1,not determined
uridylate,1,not determined
conchinone b,1,not determined
vitisinol c,1,not determined
ramipril benzyl ester,1,not determined
quillaic acid,1,not determined
segetalin a,1,not determined
covid-3cl,1,not determined
covid-19 3cl-protease,1,not determined
sotetsuflavone,1,not determined
mycophenolic acids,1,not determined
coronavirus.highlightscovid-19,1,not determined
covid-19-bildgebungs-register,1,not determined
hydroxychlorquine,1,not determined
hydroxychloroquine.communicated,1,not determined
crd42020180173,1,not determined
chromenone,1,not determined
hydroxyl 3-methylbut-2-enyl,1,not determined
hedysarimcoumestan b,1,not determined
1-methoxyphaseollidin,1,not determined
cromostat mesylate,1,not determined
remdisevir,1,not determined
"1,25(oh)2d3",1,not determined
thr680,1,not determined
arg624,1,not determined
protocolsthe,1,not determined
thr456,1,not determined
ser681,1,not determined
asp452,1,not determined
ser682,1,not determined
irct20180923041093n3,1,not determined
3-oxo glycyrrhetinic acid,1,not determined
deoxynucleosides,1,not determined
tocilizumab.although,1,not determined
navigationid=trial.html&trial_id=drks00022185,1,not determined
drks00022185,1,not determined
l-pyroglutamic acid,1,not determined
crd42020188208,1,not determined
c=o and two n-h,1,not determined
epigallocatechine gallate,1,not determined
7btf,1,not determined
n-phenyl-thioacetamide,1,not determined
covid-19.conclusions,1,not determined
ihcas,1,not determined
ct(cycle threshold)results,1,not determined
crd42020191640,1,not determined
journal.prospero,1,not determined
sulbactam sodium,1,not determined
cefoperazone sodium,1,not determined
2-azido-2-dg,1,not determined
sometines,1,not determined
crd42020180915,1,not determined
pure oxygen,1,not determined
2-amino-5-chloropyridine hydrogen succinate,1,not determined
ostalmovir,1,not determined
сd68,1,not determined
crd42020180877,1,not determined
pao2 /fio2,1,not determined
chictr2000030464,1,not determined
st270,1,not determined
bagadia s,1,not determined
polumuru s,1,not determined
chloroquines,1,not determined
fum_hpclab,1,not determined
sars2003,1,not determined
"rituximab,bridging",1,not determined
fenretinide n-(4-hydroxyphenyl) retinamide,1,not determined
cr3022,1,not determined
vitamin d-deficits,1,not determined
azythromycin,1,not determined
flavipiravir,1,not determined
lobinavir,1,not determined
khainaoside b,1,not determined
crd42020211962,1,not determined
sars-cov s protein,1,not determined
laboratory-confirmed-covid-19,1,not determined
crd42020172773,1,not determined
ramdesvir,1,not determined
alamandine-mrgd-tgr7,1,not determined
heparin sulphate,1,not determined
phyto-anti-covid,1,not determined
lpv / r,1,not determined
nct04252664,1,not determined
nct04360980,1,not determined
isrctn31062548,1,not determined
crd42020182725,1,not determined
prothrombin complex concentrates,1,not determined
crd42020185382,1,not determined
irct20200509047364n2,1,not determined
gs-us-540-5807,1,not determined
crd42020168004,1,not determined
pyrazoles,1,not determined
cyclic amides,1,not determined
chloroquinine,1,not determined
"circumference,albumin",1,not determined
crd42020189924,1,not determined
crd42020181006,1,not determined
semi-comatose,1,not determined
glycyrrhizinate diammonium,1,not determined
nct03201185,1,not determined
rydls-20,1,not determined
lopinavir/ritonavir 400,1,not determined
lpv/r)+hcq,1,not determined
qtc2,1,not determined
covid-19.•hydroxychloroquine,1,not determined
clinicaltrials.gov nct04434131 nct04343261 nct04342182 nct04338360 nct04340050 nct04357106 nct04321421 nct04441424,1,not determined
crd42020181919,1,not determined
js016,1,not determined
ty027,1,not determined
sars-cov-2 s1-rbd,1,not determined
kinetin riboside,1,not determined
eracoda,1,not determined
roussakou e,1,not determined
cephalosporins,1,not determined
karampelias v,1,not determined
1h-imidazol-4-yl heterocyclic,1,not determined
hydroxychloroqine,1,not determined
ribarivin,1,not determined
aminoquinolines,1,not determined
cipomo,1,not determined
99mtc-perthecnetate,1,not determined
epicatechingallate,1,not determined
coolgen,1,not determined
ferritins,1,not determined
β-caryophyllene,1,not determined
hydroxy chloroquine,1,not determined
bicylogermecrene,1,not determined
crd42020202079,1,not determined
civid-19,1,not determined
val2leu,1,not determined
crd42020196492,1,not determined
nct4357535,1,not determined
phagicin,1,not determined
identifyingcytokine,1,not determined
natinavir,1,not determined
crysophanic acid,1,not determined
tryptanthrine,1,not determined
aminosalicylates,1,not determined
fluorine-18 fluorodeoxyglucose,1,not determined
≤ 10 cmh2o,1,not determined
sodium chromo-glycate,1,not determined
1155/1163,1,not determined
bat-sl-covzxc21-to ncov-2019,1,not determined
covid-19.•clinicians,1,not determined
cases.•tocilizumab,1,not determined
crd42020181216,1,not determined
drks00021612,1,not determined
covid-19 pandemic.•lpv/r,1,not determined
1.•lpv/r,1,not determined
chictr 2000029544,1,not determined
bpma,1,not determined
chaudhuri s,1,not determined
cym5442,1,not determined
presented.•lopinavir/ritonavir,1,not determined
crd42020185776,1,not determined
boussignac,1,not determined
methypredinsolone,1,not determined
nelfinavir rsrsr,1,not determined
methadone•lifting,1,not determined
buprenorphine•telemedicine,1,not determined
3711,1,not determined
crd42020193479,1,not determined
curcuminoids,1,not determined
hydroxyl-chloroquine,1,not determined
ace2-expression-disorder,1,not determined
c60 fullerene,1,not determined
iopinavir,1,not determined
heme oxygenase-1 and acetaminophen,1,not determined
diacylglycerols,1,not determined
crd42020181398,1,not determined
monosialodihexosyl ganglioside (gm3),1,not determined
sphingomyelins,1,not determined
acetazolamide-should,1,not determined
crd42020193396,1,not determined
outcome.ruxolitinib and iv steroids,1,not determined
lipoxin a4,1,not determined
gynecol oncol 15,1,not determined
chloroquine-oh,1,not determined
tele-medicine,1,not determined
3bsuko2,1,not determined
gln189 of sars-cov-2,1,not determined
hie164,1,not determined
arg188,1,not determined
met165,1,not determined
asn142,1,not determined
asp187,1,not determined
asn119,1,not determined
crd42020178699,1,not determined
oxazine substituted 9-anilinoacridines,1,not determined
mk-4482 on sars-cov-2,1,not determined
procalcitionin,1,not determined
charlson-comorbidity-index,1,not determined
benzyl-quinazolin-4-yl-amine,1,not determined
crd42020199443,1,not determined
pirodavir,1,not determined
irct202003117046797n4,1,not determined
sars-cov-2-targeted gapmer,1,not determined
crd42020182409,1,not determined
matrine-ace2,1,not determined
tmprss2bromelain,1,not determined
nct04342663,1,not determined
pre-pirrt lactate,1,not determined
coinfected sars-cov-2,1,not determined
nct04244591,1,not determined
corticoesteroids,1,not determined
nct04321174,1,not determined
nct04348695,1,not determined
nct04304313,1,not determined
nct04280705,1,not determined
nct04359329,1,not determined
covid-19 epidemic.telephone,1,not determined
covid-19.amoxicillin,1,not determined
crd42020182323,1,not determined
crd42020182373,1,not determined
trimethoprim/sulfamethoxazole,1,not determined
crd42020209059,1,not determined
azithromicin,1,not determined
oxygen(pao2),1,not determined
